Date,longitude,latitude,Integrated_FRP,Max_FRP,state,Precipitation,Air_Temperature_Max,Air_Temperature_Mean,Wind_Speed,Wind_Direction,Biomass,Solar_Radiance,Soil_Moisture,LST_Day_Max,LST_Day_Mean,LST_Night_Max,LST_Night_Mean,Relative_Humidity,Recent_Humidity,MODIS_Burn_Area,Elevation,Slope,Aspect,LAI,NDVI,EVI,SPEI,FMC_mean,FMC_max,FMC_min,Flam_max,Flam_mean,Flam_min,Daily_KBDI,Month_KBDI,Year_KBDI,LULC_Cat,Forest_Type_Cat,Prev_Freq,Prev_mir,Prev_tir,Prev_alb,Month,Forest_Type_Num,LULC_Num
1/04/2019,147.336914,-42.137695,29.67,29.67, TAS,680.3259888,8.785018164,7.680284414,3.5160899,289.9930115,11.3554001,2999.419922,0.240561,23.0991993,17.3020992,7.7262301,5.2209401,71.95037634,93.67983083,176.8066938,271.9779968,1,57.8936005,0.538773578,0.260575,0.206989502,-1.1990561,38.9390297,47.6601982,33.021698,0.6878568,0.5060855,0.3722188,491.1863529,497.5917632,219.6371886,Production native forests,Non-forest,11,311.3125,288.25,0.125,4,18,14
5/12/2019,148.025391,-42.121094,409.565,60.97, TAS,603.9489746,12.10956726,11.53965759,4.5907898,313.0960083,12.8287001,3126.100098,0.258841462,27.2935009,22.3034,14.4681997,9.2075701,62.67977206,80.1992847,176.8066938,87.1356964,1.05063,84.906601,0.694936787,0.298268,0.214327595,-1.0717067,58.6874466,61.0760956,54.7028198,0.4064195,0.3917869,0.3792611,368.6808304,377.9792612,161.1830659,Grazing native vegetation,Eucalypt Medium Woodland,21,311.3125,288.25,0.125,12,10,3
6/12/2019,148.025391,-42.121094,242.165,38.37, TAS,603.9489746,12.10956726,11.53965759,4.5907898,313.0960083,12.8287001,3126.100098,0.258841462,27.2935009,22.3034,14.4681997,9.2075701,62.67977206,80.1992847,176.8066938,87.1356964,1.05063,84.906601,0.694936787,0.298268,0.214327595,-1.0717067,58.6874466,61.0760956,54.7028198,0.4064195,0.3917869,0.3792611,368.6808304,377.9792612,161.1830659,Grazing native vegetation,Eucalypt Medium Woodland,13,305.9375,286.6875,0.25,12,10,3
4/03/2020,146.1875,-42.120117,80.33,38.33, TAS,1476.410034,6.404489136,4.356454468,3.6724801,297.2879944,14.3161001,2430.419922,0.390716,15.6913996,13.0410004,10.1792002,3.67188,85.30217307,96.70461526,176.8066938,760.1569824,1.63596,68.8199997,3.01023069,0.428291,0.282304959,-0.8069836,103.2649384,105.4827957,100.4351044,0.2286179,0.1939604,0.1566391,279.2448223,316.0670469,110.8091426,Other minimal use,Eucalypt Medium Woodland,7,311.3125,288.25,0.125,3,10,12
4/03/2020,146.213867,-42.120117,52.275,19.92, TAS,1404.609985,6.404489136,4.356454468,3.6724801,297.2879944,14.0688,2430.419922,0.387781,16.0592995,13.3487997,8.7795696,2.63114,85.30217307,96.70461526,176.8066938,751.7709961,0.971291,47.5719986,3.315594723,0.466345,0.29799308,-0.8069836,121.8720627,132.949173,105.9961929,0.2473394,0.1465603,0.0823689,287.0379452,322.6714732,113.1496057,Other minimal use,Eucalypt Medium Woodland,7,311.3125,288.25,0.125,3,10,12
4/12/2019,147.974609,-42.120117,685.29,78.135, TAS,596.4699707,12.10956726,11.53965759,4.5907898,313.0960083,13.3226995,3126.100098,0.205339,24.8031998,17.594101,13.6696997,9.85075,62.67977206,80.1992847,176.8066938,240.576004,2.95189,85.4244003,1.247011531,0.372962,0.235693804,-1.0717067,104.7416763,106.6676788,103.7542267,0.0368879,0.0198544,0.0078782,382.6965393,391.5213918,168.2724794,Nature conservation,Eucalypt Medium Woodland,21,311.3125,288.25,0.125,12,10,10
5/12/2019,147.974609,-42.120117,2796.415,185.71, TAS,596.4699707,12.10956726,11.53965759,4.5907898,313.0960083,13.3226995,3126.100098,0.205339,24.8031998,17.594101,13.6696997,9.85075,62.67977206,80.1992847,176.8066938,240.576004,2.95189,85.4244003,1.247011531,0.372962,0.235693804,-1.0717067,104.7416763,106.6676788,103.7542267,0.0368879,0.0198544,0.0078782,382.6965393,391.5213918,168.2724794,Nature conservation,Eucalypt Medium Woodland,31,328.125,288.5,0.171875,12,10,10
6/12/2019,147.974609,-42.120117,1754.935,152.33, TAS,596.4699707,12.10956726,11.53965759,4.5907898,313.0960083,13.3226995,3126.100098,0.205339,24.8031998,17.594101,13.6696997,9.85075,62.67977206,80.1992847,176.8066938,240.576004,2.95189,85.4244003,1.247011531,0.372962,0.235693804,-1.0717067,104.7416763,106.6676788,103.7542267,0.0368879,0.0198544,0.0078782,382.6965393,391.5213918,168.2724794,Nature conservation,Eucalypt Medium Woodland,71,343,288.9375,0.117188,12,10,10
7/12/2019,147.974609,-42.120117,72.84,17.88, TAS,596.4699707,12.10956726,11.53965759,4.5907898,313.0960083,13.3226995,3126.100098,0.205339,24.8031998,17.594101,13.6696997,9.85075,62.67977206,80.1992847,176.8066938,240.576004,2.95189,85.4244003,1.247011531,0.372962,0.235693804,-1.0717067,104.7416763,106.6676788,103.7542267,0.0368879,0.0198544,0.0078782,382.6965393,391.5213918,168.2724794,Nature conservation,Eucalypt Medium Woodland,71,316.1875,270.9375,0.171875,12,10,10
5/12/2019,148,-42.120117,3780.525,255.265, TAS,597.5349731,12.10956726,11.53965759,4.5907898,313.0960083,13.0591002,3126.100098,0.258841462,26.5368004,19.1637993,13.9708996,9.2812796,62.67977206,80.1992847,176.8066938,136.7369995,1.78256,100.4840012,0.852028429,0.329037,0.221611378,-1.0717067,92.7193756,99.2218781,85.1652451,0.4961784,0.1792368,0.0106905,375.698245,384.7819858,164.7416483,Nature conservation,Eucalypt Medium Woodland,21,311.3125,288.25,0.125,12,10,10
6/12/2019,148,-42.120117,1235.305,119.335, TAS,597.5349731,12.10956726,11.53965759,4.5907898,313.0960083,13.0591002,3126.100098,0.258841462,26.5368004,19.1637993,13.9708996,9.2812796,62.67977206,80.1992847,176.8066938,136.7369995,1.78256,100.4840012,0.852028429,0.329037,0.221611378,-1.0717067,92.7193756,99.2218781,85.1652451,0.4961784,0.1792368,0.0106905,375.698245,384.7819858,164.7416483,Nature conservation,Eucalypt Medium Woodland,68,348.375,290.8125,0.226562,12,10,10
7/12/2019,148,-42.120117,25.775,13.305, TAS,597.5349731,12.10956726,11.53965759,4.5907898,313.0960083,13.0591002,3126.100098,0.258841462,26.5368004,19.1637993,13.9708996,9.2812796,62.67977206,80.1992847,176.8066938,136.7369995,1.78256,100.4840012,0.852028429,0.329037,0.221611378,-1.0717067,92.7193756,99.2218781,85.1652451,0.4961784,0.1792368,0.0106905,375.698245,384.7819858,164.7416483,Nature conservation,Eucalypt Medium Woodland,42,310.375,277.625,0.164062,12,10,10
5/12/2019,147.922852,-42.119141,100.36,31.265, TAS,596.4699707,10.46698914,9.825204468,3.98034,305.1289978,13.9605999,3094.199951,0.227644,22.8670006,16.6373005,13.1993999,8.9488602,62.91037513,82.60572705,176.8066938,357.9349976,2.8406601,75.7558975,1.790611923,0.407506,0.250608433,-1.0717067,102.0727005,104.1605453,99.836998,0.2495521,0.1992513,0.1567977,396.9629452,405.3041812,175.4797934,Nature conservation,Eucalypt Medium Woodland,21,311.3125,288.25,0.125,12,10,10
6/12/2019,147.922852,-42.119141,1573.725,54.885, TAS,596.4699707,10.46698914,9.825204468,3.98034,305.1289978,13.9605999,3094.199951,0.227644,22.8670006,16.6373005,13.1993999,8.9488602,62.91037513,82.60572705,176.8066938,357.9349976,2.8406601,75.7558975,1.790611923,0.407506,0.250608433,-1.0717067,102.0727005,104.1605453,99.836998,0.2495521,0.1992513,0.1567977,396.9629452,405.3041812,175.4797934,Nature conservation,Eucalypt Medium Woodland,5,306.1875,284.6875,0.09375,12,10,10
3/12/2019,147.948242,-42.119141,357.77,69.965, TAS,596.4699707,10.89649311,10.27350243,4.1399598,307.2130127,13.6689997,3102.540039,0.216666,23.2443008,16.6576996,13.3271999,9.2701702,62.85007667,81.97648663,176.8066938,305.1149902,2.03532,41.9682999,1.671708989,0.40166,0.243514283,-1.0717067,103.7193604,107.2974548,99.2891846,0.1247658,0.066862,0.0197296,389.969387,398.569514,171.9534725,Nature conservation,Eucalypt Medium Woodland,21,311.3125,288.25,0.125,12,10,10
